wav_filename,wav_filesize,transcript
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/76d843698e20e9b800ffb0c75893c3e746ce5a9fe1e0246390f4afdb2752dc352f39e3105bf19dd002d5ac4accd53640a25c1335aa88a8a5333b0a0b9242a46a.wav,123692,eine lüge wird auch dann nicht wahr wenn man sie oft wiederholt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6200c47c82340ab43e07381ffd3855764274954ee384c269b766bae3a3d483691ab1b5c69d8f5ab7c768ec82c36d92d0523caa1efd5214ee919d18246806280f.wav,155180,bratislava ist die hauptstadt der slowakei
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7f658f88bb5a8e99e335ce0105673e05a6acec669487dde685d3675cde6d5ec2cfb6b4fb3d912e7fae8c252d778323b15a8f381d8baa17165fdb83786b4e7532.wav,245804,rosa arbeitet für ein marktforschungsinstitut und macht telefonumfragen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e909fd51b44f6ec365eb106cfa72127bd84f0cabef492f40f061100c7344dd0f56a229a26500e53490c7c06f82fba9c49bfdae4f5dc0fed2e177169d01bc10f5.wav,103724,ventilator einschalten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/146f9709f1eb5e7068ade870aa5c03d5f70c8ebe4e965c001f2a525fa51482eeecc47d032557a5065522ab0eea89dd0f10538025433796ab7c5cdbb2b16f7838.wav,94508,jetzt muss linda auch ihren senf dazugeben
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/92932e2a05b481509b4f627226b41a5b234d1c731967a76add42c5f87573b56bd19b86f8df122d19208828a4fd81a1ecd4e46885066d746c2168256aec4d3b8f.wav,93740,das geht auf keine kuhhaut
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e7250de4cfbe8eb011714e0c27fa973e8417a42bcfd050b246c190fb38febd05b6c41e1260a30bca7b92ccca916c0672f13ab644fa99d6ceba71be6371bc268c.wav,125228,damaskus ist die hauptstadt von syrien
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e239493ce67f199fa95b22f93ab1b22fba656ca7f240d428864f5cb9ce28a300b6ac0f65da8c0ae650f22e7ddadf3e4d3702691f256136acc9ace6b57bfc6289.wav,188204,erstellen sie mir eine kopie im dinadrei format bat guido seine sekretärin
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dceab0fa45a910e772345620856c7f3c016183b2164a8f71d4e7ae6f707cfa23bc4c939b9553c44d53608f190c3e5260c524b07aed6cfc19fb28e923e5731d92.wav,189740,die drehmomentkurve einer drehstromasynchronmaschine sieht aus wie ein fleischerhaken
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/458346d1101d4989cfd36cb5669d6573e9616187f829b03c410f6ddda6592924378fd8a3035e00d3799b7bc659cec07e413a363ec54674741a845b01482c7380.wav,122924,helgas rede war im wesentlichen selbstbeweihräucherung
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/794974277f15551b0277bc16081d20d316bc2a7e3591dc86ca1e8cb2d7b884f0c0c5138f181c376f60857ac7b905cdf32b2bd837e864452967a978fffdfdd4b1.wav,222764,ich glaube ohne piepser könnte ich überhaupt nicht mehr rückwärts einparken gab ulrike zu
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/bd685efa20071bc643a5462d76a62f04112e1c41a5e7039a3c4d674e823af29b68fc0ffd96a172aecc5db853215ed83dd8cd533b407570785371b05990357c40.wav,159788,malte wirkt im unterricht oft abgelenkt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5e2c2eb7a8c0d7c238af6774ce5978b218cd9667d2748febe619c108def377bf3a7ab8d32255b38580a1c1823ecad0de42ea8e392c35dc487b2896515d08c3a5.wav,289580,hast du schon gesehen andreas hat sich ein weiteres tattoo stechen lassen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/088421e6c9d25d5dc002b4b084be7643293dff46c75d0c7fe2a3fc9f2cc506711bc4a0509a3cab134a82a718116b78fe6b915fba0555976e1ae663d7cc1e259d.wav,118316,das leben ist kein ponyhof
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/135719efbbc19a8ce74431972b131fe7747c52c9ee69269f5a175b3b1e35618bef48d13bf2728f68e68c39dee6ba9a9deee6b5894a3669c6cee891f79c0f97a9.wav,196652,mit neugier betrachtet jenny das objektiv mit fünfzigfachem zoom
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/154e35644a2ea8977f3cfd6fc75613da75cf49734d38daa79909387ef9fed53076e35e5d3aaaa087762a5965a43d3cf443ecaaf116ba463cfd3ef85eb487efcd.wav,229676,mitten in dem dicht besiedelten stadtviertel musste eine bombe aus dem zweiten weltkrieg entschärft werden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e6ed270630bd71b70c6f0d44f5d16c469ff5929a3c683c3938ab192dfdcbdba7ee14efc1cd2a14ea81238d12961048ef58c701fd56b00aa7713fbef0f4f1e586.wav,152876,nikosia ist die hauptstadt der republik zypern
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a0e53ee7d08b3beaf1bc1b167aede31b650c413307dc0d37ca300a5cc8821e05a399d18845002afe1f57c0a22bd6c474152bb3557e911b23132d026d6ea40205.wav,159788,im gegensatz zu den passagieren konnte sich die crew retten
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f2171d1c39ddeee189386b16156a450f039b1c9ab4e660bcb01d92d7762a44efdcd64569e5dc19592759e586003a151fa332028b88c96452a8ade9c15f5bfe92.wav,119084,am meisten fürchtet sich isabel vor änderungen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/ada4bc0ae510e2e5c191325060e5cb66d57a28224c3f57f3e96a84b5b09f83e576fed68e8e44891ddf25406a7a6e77e9bf0a45900998be2946172c3c44da9327.wav,117548,belmopan ist die hauptstadt von belize
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8c48ed96271ca092108bfa0208eb168ec58c0e1a551f77c4727bb730700abe090bbcf7aacdf85c794e9e6b586ec87cfe46009cceb6bb09ccc0ae2d25a3db2990.wav,159788,die ausstellung besteht im wesentlichen aus ausgestopften tieren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dbbbf08907fb6addeb8e07a8fcd337dcb29008323e369f5d056de712fae73440da50e9fb5cabeb9f18d56adad8bd8a6e73bba2e02228f0e9e52366ecc47cc1a8.wav,154412,wir beobachten einen niederschlag
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2b07e212304d04d68041cea107cbde94c5924950a6351941d0c74b98a4e02167d823e2a6cee6fccd0925fb3c0cb0aedea5d3be0e42ef4f1ea041d9c680703d00.wav,145196,für viele ist europa das paradies auf erden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/df6271dc165b0150d6b63bd2ca9d5bdf29ef728de7b04ccd1670911258b8cf90a114056f6280bcc36984c5953bb3b4e44c201e8fc15c0d09acc7e085d24ea07d.wav,274988,majuro ist die hauptstadt von den marshallinseln
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7483f9e5c862a526457114fa4755daabd19928f01c43d13bcf569c5092f1355ac28d746bf097f575cfa3b0ddc0b2f1353b3343888ea570eacb2d701c9a5a12cc.wav,106028,und ab dieser stelle habe ich wieder eine erinnerungslücke
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2343390a64ac965d981332a0469340ec82880c931e5d926d2471a331323729380c70485afe435ba2ecea14a72433e82d905a2ac1883ededd4e6f341de4a7675b.wav,145964,jemand hat mir mein portmonee geklaut
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2bbf074c616798d2f88fa17aed6576243a758421106e3f59118bfc9af41e2a088c93b2fb7b18b72d556d0a8439a1b4f20e696fd08b9997cb12cacf4506bf38f4.wav,272684,derzeit übernimmt sebastian den part weil adrian beruflich sehr beschäftigt ist
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/9db628c2a7ab5336f59509812a968e3fa66ca07ecc1f996a3e4dec9e1d1ee8b303624e7dfbd08fcd1749451e9f5e39b05395f7e9d456147ffcd9f2bbb36f256c.wav,192044,die masse eines atomkerns entsteht überwiegend durch die interaktion der teilchen miteinander
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6a66d05be59b4d1ebd90c4f5a001ac26f4ee6da7abe7a8cc364be890eb7dc2ff3f111fca9ebd49dda94a0a25d2c108fdfa35171e711edd9c7fd016c6e1db86d8.wav,154412,als der briefträger das kläffen hörte zuckte er erschrocken zusammen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/da87495a4f9203cfc4883205eb971dab00c32dc68bfeedec67dfd48ee5b2d9e59a268104a7382fe6d345d158a9a0e5efade858f77e220927d0471b8fca1853b7.wav,125228,kommissar bohrmann wurde vom dienst suspendiert
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2182cb3d2ce564e3b239484234e9fa86a6c5d73e1df7064683228176b926be384a501a57adbd2a81a82da77be976d032923074bd109c8cb870b70ad5543a70c2.wav,132908,solche machos kennt cassandra nur zu gut
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d11235bffdb8e38751cc96cbde8947ea1ae1c38280bddaecddf8d105bbf908cc66257900df433940698498c5547d8146f8d32476c8d094649f2df68f04884cc5.wav,274988,weitermachen bitte
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f05b7497e5dc570ca44d97b1d0aeac21507ab54b5fcc33d9c786db27662f91553d981ff20548e8b1381a962a1153297099107b08d3ec764f00fc2b85c3622f0a.wav,218924,manche gase verursachen einen wesentlich stärkeren treibhauseffekt als kohlendioxid
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2cd9b26613852c735ba18a8967c769579b1998ff0da4008a970fef5dd3b23dded5b7097cf4b81957c7bc9f65292d1f813cbc75b36e42ca3d3b663dfcfb5b1e3f.wav,109100,vielleicht kann er euch ja zur hand gehen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/22e75f19ac3c8e15696e45fec685756b5eb5a07fcf70d32b0a1dbb1827ac14114dcfd066b64dfd867d749d4e309c414644ff0617fd3d412a764761e7e5b9bf40.wav,161324,das schiffshebewerk hat sowohl oben als auch unten jeweils eine schleuse
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e1e7df01385b88dbbdd9fb0e3648e4dc956ceb298b85cc651d64e6d9c62107aa122bcbf7eb8ca30679edfa73cac7d49d026131e4110869f7df4ccbe977f23972.wav,155948,wikipedia eignet sich nicht als wissenschaftliche quelle
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a987eaf1842ea3cc08ebe60811859d0834a40cf26d255a6acfb6741204f4b15f2e2ed5ae161811e2b5eb469497d431a02e4c66e14ace199b66820642f6b39d61.wav,84524,tom ist ein blitzmerker
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/577323ef56c21814ab18ab8327d5b195c37a25e44644f647d790e8081a1cd046d5997a6b0b05c5b2b918ef406903654180d1007af21ced5ec65d6a0b02b263c2.wav,271916,zwischen der theoretischen vorhersage und dem experimentellen nachweis von gravitationswellen vergingen etwa hundert jahre
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2086594ba6a0b7f131c5b29847732ba9e87a09930b850487a60d8401954bba7386e76b53c7f62d16423cf9f5ce002e91362b419f38dd4d04c710279646995d87.wav,73772,wie warm wird es übermorgen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/993b25ea29ed43b6d61a750294091d2e638a9b7783420f12b7e2b95ca8431d6250c1eaddc319c87c45257b6e5cb282b8433c08ec3db5585d59952a6f6fa08f44.wav,137516,eine wallbox dient dem schnellen aufladen von elektrofahrzeugen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f3a515557a879c2e6adbf21d52b0e0de94a1924aafdbcb93b92d04387aadf7c6e105b171eb68629e60d51da6f7a2a0b973bb05dd815a115a59d572485807ed6f.wav,149804,es ist ungeheuerlich wie schnell birgit neue kontakte knüpft
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d88409a363b192c72e5e5ef47477b07f07d14b1c5ee424ef1bfe2eab105a5128d84d83bddd4c2d1455eca6f902ae83f48b47bcd1cf9c3c674d01bdf8cc4957e6.wav,145196,die kobaltmine ist vor jahrzehnten aufgegeben worden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6ace3adf824a1b6695c2f0a1456c64bbb4d5aaba5bf055ebefd922e81f59c756e4bccff35125ced60cd2686c5f14b4c7a9254d2aa44bf204163cf957e7e4a27c.wav,119084,der schalter hat wohl einen wackelkontakt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5a98997685b61ac0b8e457e556d1bbe60ebdc24b01a99797fa652481c6e71e9d111d75a492c6df5235c4652f4faecdaccc1a4e34ede52bf402c6e320cc7c6d5d.wav,106028,das ist direkt neben dem hauptbahnhof
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/dc34e9c6b063d377ddd4245caf4f0c4b75961cc511ccf2ab3d79e9c0f568fcbfb67693f83f8492ac1950342bf5de839122cb894afbccb9dcc5670a3b0d21560a.wav,207404,toyota bietet verschiedene modelle auch als hybrid an
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/7b6a300cdc3ef47079ef60433edfe3b64f8d38f6f216b3a2e551c39f489a97d3b7e8887b25f6475ab65483a01c751b3e10edd31cabe36ad08353c0b8cbd19435.wav,176684,gewöhnen sie sich schon einmal an die notation mit dem nablaoperator
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d9a68bf8c49e8865b6c6b8316cd2df1a932fe6e53a38332066c9722eb6da693b25ab310d85649c6cce00c3734dd25fc1f7469d34f436549fac5c05de297c04e4.wav,148268,hier kann man sehr schön die bremsschwerter sehen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6be4b79c2027959b79528bfc48f9ae2965c774d3691ef9af11a9b859735055f9c1a4772cde43358ab3c91ffa7356942b0fedd04b6c5faf70b68c5ee758f79a8d.wav,124460,seine egozentrische persönlichkeit macht es mir nicht leicht
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/73943445036a5847c9aa7376ddc1642bc9e4f404fd8cf22926316ed55a691cea17f0f4821cdef05e30fdd4e6871301e030005a99760c6405e794a71f2806d1ff.wav,119084,melissa redet viel wenn der tag lang ist
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2a703caef879ccbec92878955382f3948c1ea5912067be8868e10de49bcccee0cff472d2ac093ae4e3e86976a940516a84e76b6dea791e61fc4e7a219e6c3751.wav,105260,der schaden am stoff kann zügig repariert werden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c4d02c1aec6e904253003cebb7c4311e758685c5d7a9475145a52ee3b94ced2317723986ac2b78316e8dabbdb4a31625829944160135be67019eda1fb830ac53.wav,194348,insgesamt ist die entwicklung positiv
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/796aaa05f84b0a9a9a174a0094b2b01a1b985bab9ffb991e5ae9b326799f102a4d31d0822cdc2f00f16e07f1f461dca2df9c3f1e9862d4e3fdb1c03e0d540907.wav,148268,heute nachmittag gehe ich schon mit florian angeln
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a5dc19f79dad859c261032bd799c968764914976f7d3cb168a1b0efd45878957ae99de95f7986cdf53ffa548419655343a29c7c4c5674191c180518c47df4edd.wav,80684,wie lange läuft die waschmaschine noch
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b13af318253595084db1c3f71e89ae75f429017b868dc695589b0bafafa08792afe07c38665345c9456a20b672e18d5e665d07b22fc96bf8dd676d939973ddfe.wav,120620,wer ihn fängt muss tanzen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/b979ac21786c959d44c363560228324b15c8240139a8dc8dfe9475cf64bc9dfc1830e14606434f44351ca795df99b8d9fe8f2d085589bec07d1fe7beb222be28.wav,61484,wir haben alle ausgänge versiegelt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/91fdebbc38005e3026f4b2f8b884b78e6f199bdd3ce5903fb755d55aa44e7756ab4cb176b894f1b9edee4f3306a9ef303a41f9d26f7248a035a846f105ab3083.wav,265004,wenn sich netflix nur mit proprietärer software nutzen lässt dann eben ohne mich sagt hannes trotzig
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2fa559ca86d99bb059df8f0f0382ab2b2099d69f734e815b09200b77615244dec2c14956fa2e5eab401499c564cdf55a2cd3ab46e6a9221dfef1b0ce2e597ca8.wav,140588,die wertgegenstände wurden vorübergehend beschlagnahmt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/694d814f11e0ed551b732c3debe75d5469817651572b48f466c5eae92a7dba6c8ac40d5a1a61d47a0ad846e36f8e5e31283b8ad11298df32c8f54fe7ab36215a.wav,160556,bei einigen fluggesellschaften muss das aufgabegepäck extra bezahlt werden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/6481934ca620d2c63b4199a655f3ae0925bcde828138a0ab647ec3cdae2671618f8c348449d027f62dc5a4dd7ad71fdb36e7d2aaf9fe576166c8a6e30f877052.wav,166700,aus dieser perspektive sieht es eher nach einer schwalbe aus
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/39938411eeb5f5840cf5a9e8d435dec8b4eca153239d3c96c7c1761aa725d1ff462f3576e4125f46f7178a33633c3215d3f48928706dfa5be4cf893ec2b5a0a1.wav,159788,wagen vorheizen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/50973530a2e84396efea53434f2b42abe92a4e828eafd1dc2ab5f004223ad4ba0c1c89816f93bbc95ad8c77dea8ef67524bef6f4c29c8db79fdadaec17b4a1b9.wav,172844,die viecher sind nicht leicht zu bändigen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/e19c1349185e072ace37777824dc4e0b00a6eac0fd9157fb63c4494d295090d8372aee28a31a1d9053120e7d354d0053a5f7be3663b4d3ce70150e07d3bfa904.wav,179756,der datendurchsatz einer lteverbindung ist normalerweise höher als bei umts
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/cbf996874337a304deafa7f3b7f6499f44ff8dc6a8827ae644af255d1b2338f6457bc39201a81f236745b2883dcd34ba3d991434d439463b56897bd6664287b3.wav,95276,haben wir noch sahne
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a457a473efdfbf097b6132ad26198231d1dceac3490fede5ceb9720b149c7a77c61a70f0bd23a2c3bcd314f2d466982b5d7bce1ef032a6fe576740973756017a.wav,139820,heiner bestellt sich ein wiener schnitzel mit pommes
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/74fc40c30997ef8d147ff337e1e30eb6bebf95b2918e1ac05b50ba15e1fe3941ef8bbd281f8e3154e95dd8feffda8c52b10de7573d345ef39414a98185e6eefe.wav,189740,praktischerweise lässt sich das gehäuse auch ohne schraubenzieher öffnen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/52e4c465cff0abc2818cc22e53c0bbc8c075ec868fbf048a132a2716d7c87398e2e53cb42e50ba752ec66517e0ece6afaa667ac27d948e0e51febc3330add926.wav,174380,viktor will sich das gelaber nicht länger anhören
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/8d8755eee178470e6c4138eeac3535aa222fd8d8f13c8dbc09ca11788397c13a67f485508f954603e03594bb3d4a1442465ec667ba6053cdf4a9e4a8ad794c91.wav,112172,justin hat einen ohrwurm
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/762f515e228443d699915bb160e2d3da2fdc58307269b8127e62732a43485d17620ee658a67cdb26d33b20903bcdd36bf33bdfe164402cf6bfffad35006a3ace.wav,121388,das band muss wirklich straff gezogen werden
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4634ff300c47bd6c866cf6f177fad5aa328a15ef9a43a0122acc328f5426c49b45db60798d6caea8b67df62c5c5173f3e672648db764512aca6db93a28bb6d68.wav,104492,am sechsten januar werden die tannenbäume eingesammelt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5a00c1a8afd023ef530e27cf64fcdb58c14f8a1efae4213ab9a6bd67699d7edd8fb14de31d6767f53aace444403ba986f4c2b672049fe6f79e175a38f035567e.wav,145196,wir suchen senkrechtstarter und querdenker
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/0e669e65eb17782ae8a04b22be4b508b17aadfc2abd847ccd5e09279cbf466a17761dbec39742b7eb049c4c43f99c92f489573eddefd8879e4af00255070e6f5.wav,63788,mir ist nicht zum scherzen zumute
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/d8697e49c369c19e2dc63317fff63d9ebef7ea1428a9546bd500f610e3d999f9f0b119368768ccee537e1cfc0d9795f987bcb4715a4ce1b8846abf1466bcab85.wav,158252,glücklicherweise ist der untergrund an dieser stelle sehr griffig
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/58e00daed1c5c622d4224e8fac5f31edb1f6a655ac6820be08c5cfc41ea14584898cf486f9613aed43a53e4cb26918e2e9dee7d92308f7377032990bb70ddbba.wav,145964,die deponie verschandelt das stadtbild
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/f90fc191f9ecbffd936803621e39dbbd07abe55dd304aa89819280c06b5b6cb25c0342b2b79e2500b66c86a9bbaeed5405b5b6f0ed123b5a95b11455b8eee770.wav,188972,am ende der radtour beklagten sich alle über muskelkater in den oberschenkeln
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/2be31e680bb3013fcb31a7b1c203f621500ecbe2619ad00115e62d1a3fc72121b0ab4e86f9f4d8916f731704f4abb8f94d40216f19b263a84eb286e67f8cdad9.wav,125996,taschkent ist die hauptstadt von usbekistan
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3176e8d9a390396a9537980810834e791135acbc5830f181a6e5712b72ee62049e68d7e97890b1c8fa6032b3612a47392e60df43aa16e4b4f4c9cf720a639f24.wav,157484,wenn es in dem schneckentempo weitergeht sitzen wir morgen noch hier
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3f3bbe842b9417211633bf14204b4c4eaa077d1de4a38a07b44689f932a4b9135d64e4b0159ae4b37d3141f865d6f59331a7dcd1e9605da5e8460bc8e81cf8f6.wav,255788,dörte schrieb rosinen und mandeln auf den einkaufszettel
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/a15fc6bef7806939a0349514423af412c999274d0e6560d3b0a45aafa4e3e73c1223f44abbd75523c50e00cc873b5055e2216d84d961b1ba13390bd882d8ad14.wav,219692,der priester schritt zum rednerpult und las verse aus der bibel vor
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/5fb1e4f4b1a81ec8a6b3bba84783be55da1d23eda304dc12d32a8667490f836feeb8a34d22e5c3b21898ae3b3a01b009f17adf3c51d9d65bf2efb9a5e2b67036.wav,91436,das ist unheimlich
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/595a7a789bff5c5a25c6c3a823968c1ed1df49f90a5271847e1762a23b451f6666b69ea8f9f17cc69fce6963b3fe59a3e44746f46a32ae38af78fe00b4ca97db.wav,310316,flugzeuge wurden erst dann erfolgreich als man sich bei der konstruktion vom vorbild der natur gelöst hat
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/35a9530a6399480e68ce6b945a7051f48660b0919fd3bf49990a83f31519026762ee1dace982fe7e7f5091d51b8a03e25c94434c3b097ed4a5bc15bafd334308.wav,89900,dadurch vervielfacht sich die zahl
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/41d71606080e5840c5e9f5353149b269d8ca5a8bf6972365e2e3b447977718c936a1f55068b35233814e934a7180a3be00c4eb1474f13257a133c49f0f224fcf.wav,140588,ich glaube patrick hat sich in michelle verknallt
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/4a6348705b003aa15d15753f6a91bec2864efd8154b0e86cbbfbea22d40f957ceea8164369130ab16bef33c58fa3b559e90a98f2e9da7e6c75a2047939f4e2eb.wav,101420,gar nicht übel für einen anfänger
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/744fc8710b62ab54cbc0d6a0b7567760e28537494c828ffc5f1f02f29459573647d58d1865e8541610a4026f3c72a55b991557ed69126bb31e4dce5e78965e78.wav,109100,dieses lied mit sebastian teilen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/81e85b2e1291acc1612ed8e2975f0174d6f9d27474bd0987a8d8b05d593cf790aca45aa2ca2754f4423160181eec15dc40bb861d99616cf1ea301c9ad164ce8a.wav,299564,für die kommende woche hat die gewerkschaft einen streik angekündigt sollten sich die arbeitsbedingungen nicht verbessern
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/3bf8e4ab12eedf7120dcbb9b99186eedeb8fd6b8740a8846ca7a476f5a112adad8192e8f8e5c4037c49d3df1e826cdc4cfd7fe88a26a5b1d6e6d6801a670dca1.wav,153644,mein opa ist fünfundachtzig aber noch kerngesund
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/997357650e1d7da8bdf065ede834649d2be3314f7f645b7ecfc30c91cfa132ab80a9c1b36c95bf81aa39d198653e07c9aaad4917582b3cf0172155fda96a0410.wav,132140,luanda ist die hauptstadt von angola
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/36246fc234b61e5dda99bc25aa1d14892a7190e93d2f2dace42d6f505dcb5aa29f53eb88ae6531a2a1a5b5736d10a1a7d8c088765ffdaad3912ff5ea828ec4b1.wav,169004,gemeinsam mit einem designer diskutierten die beiden die einrichtung der küche
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/9363a2078a885190ba11d82b107f70affe2a7b4f207ed53e72a1c847d768fa2e4aaa97953588bc8f443daeaf97a122427bc03d5e6090cc79f0d857180c2d00ba.wav,181292,bei vier leuten bietet sich eine raute als aufstellung an
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/09a6e516cf52c97a4cd5c84b6aa3f2b9173ade6077c839263baf80237e24049af14426731dfa4e9e7bcb0978999cce74877b4c60f8a4616e3030f1375d6a8e2d.wav,125996,bei der landung hat sina sich auf die zunge gebissen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/c1581fc88085e528485064ed76041579b1ec19daa873ea42c2cdefa9992aad540d8a5909b6a618f9925ca979cbb7b531c45f176ca7b527fed0b15d3759900705.wav,128300,können wir stattdessen mit dem fernbus nach nürnberg fahren
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/516332ebd23abbf7345d07dad99cf8d12619e8bc897cdcd291c4c9ce06b11893757570d5b6eaa4ac9c664e164c274a1cc362882188b3576bbb0d3a37ad508ab4.wav,104492,patricia warnte ihre mitspielerinnen
/media/data/LTLab.lan/agarwal/german-speech-corpus/mozilla/clips/699699d38f262ebf31fd3815ecacaef23ec90f3e1b1335320f1b2acd08d01a77d9fc513ff0dc0c4e6f35653237b1943448163839e16febc8156c3b6476612205.wav,125228,das event wird in reutlingen stattfinden gab guido bekannt
